TID|Genre|Style|StyleDesciption|Style_address
70000244|Folk, World, & Country|Mizrahi|rMizrahi music (Hebrew: מוזיקה מזרחית‎ muzika mizrahit  [ˈmuzika mizraˈ ħit], "Eastern/Oriental music";) refers to a music genre in Israel that combines elements from Europe, North Africa and the Arab world, and is mainly performed by Israelis of Mizrahi descent. It is usually sung in Hebrew, literary Hebrew, or colloquial Arabic. The literal translation of Mizrahi from Hebrew is "Eastern";.|/style/mizrahi
70000245|Folk, World, & Country|Mo Lam||/style/mo+lam
70000246|Folk, World, & Country|Morna||/style/morna
70000247|Folk, World, & Country|Mouth Music||/style/mouth+music
70000248|Folk, World, & Country|Mugham|Mugham (Azerbaijani: Muğam) is one of the many folk musical compositions from Azerbaijan, contrasting with tasnif and ashiks.It is a highly complex art form that weds classical poetry and musical improvisation in specific local modes. Mugham is a modal system.Unlike Western modes, "mugham"; modes are associated not only with scales but with an orally transmitted collection of melodies and melodic fragments that performers use in the course of improvisation. Mugham is a compound composition of many parts. The choice of a particular mugham and a style of performance fits a specific event. The dramatic unfolding in performance is typically associated with increasing intensity and rising pitches, and a form of poetic-musical communication between performers and initiated listeners.|/style/mugham
70000249|Folk, World, & Country|Népzene|Népzene is the common umbrella designation of a number of related styles of traditional folk music from Hungary and Hungarian minorities living in modern-day Austria, the, Czech Republic, Poland, Slovakia, central Romania (Transylvania) (Székely), Moldova (Csángó), and Serbia. It includes a broad array of Central European styles, including the recruitment dance verbunkos, the csárdás and nóta. |/style/népzene
70000250|Folk, World, & Country|Nhạc Vàng||/style/nhạc+vàng
70000251|Folk, World, & Country|Nordic||/style/nordic
70000252|Folk, World, & Country|Ottoman Classical||/style/ottoman+classical
70000253|Folk, World, & Country|Overtone Singing||/style/overtone+singing
70000254|Folk, World, & Country|Pacific||/style/pacific
70000255|Folk, World, & Country|Pasodoble||/style/pasodoble
70000256|Folk, World, & Country|Persian Classical||/style/persian+classical
70000257|Folk, World, & Country|Philippine Classical||/style/philippine+classical
70000258|Folk, World, & Country|Phleng Phuea Chiwit||/style/phleng+phuea+chiwit
70000259|Folk, World, & Country|Piobaireachd||/style/piobaireachd
70000260|Folk, World, & Country|Polka|European dance style characterized by 2/4 time signature.  Popularized in the USA in 1930s with many regional styles (Chicago, Cleveland and more).  Also includes obereks, waltzes and others.|/style/polka
70000261|Folk, World, & Country|Progressive Bluegrass||/style/progressive+bluegrass
70000262|Folk, World, & Country|Qawwali||/style/qawwali
70000263|Folk, World, & Country|Raï|Algerian folk music that dates back to the 1920s|/style/raï
70000264|Folk, World, & Country|Rebetiko||/style/rebetiko
70000265|Folk, World, & Country|Romani||/style/romani
70000266|Folk, World, & Country|Rune Singing||/style/rune+singing
70000267|Folk, World, & Country|Salegy||/style/salegy
70000268|Folk, World, & Country|Sámi Music||/style/sámi+music
70000269|Folk, World, & Country|Sea Shanties||/style/sea+shanties
70000270|Folk, World, & Country|Séga||/style/séga
70000271|Folk, World, & Country|Sephardic|Sephardic music is an umbrella term used to refer to the music of the Sephardic Jewish community. Sephardic Jews have a diverse repertoire the origins of which center primarily around the Mediterranean basin. In the secular tradition, material is usually sung in dialects of Judeo-Spanish, though other languages including Hebrew, Turkish, Greek, and other local languages of the Sephardic diaspora are widely used. Sephardim maintain geographically unique liturgical and para-liturgical traditions.Songs which are sung by women are traditionally sung while performing household tasks, without accompaniment or harmony. Tambourines and other percussion instruments are sometimes used, especially in wedding songs. Oud and qanún are also used in some instrumentations of Sephardic music, and more modern performers incorporate countless other imported instruments.|/style/sephardic
70000272|Folk, World, & Country|Soukous||/style/soukous
70000273|Folk, World, & Country|Taarab||/style/taarab
70000274|Folk, World, & Country|Tamil Film Music||/style/tamil+film+music
70000275|Folk, World, & Country|Thai Classical||/style/thai+classical
70000276|Folk, World, & Country|Volksmusik|Volksmusik (German: literally, "people's music"; or as a Germanic connotative translation, "folk's music";) is the common umbrella designation of a number of related styles of traditional folk music from the Alpine regions of Germany, Austria, Switzerland, Slovenia and South Tyrol (Italy). It tends to be dialect-heavy and invokes local and regional lifestyles and traditions, particularly those of the Alpine farmers and peasants.Originally transmitted by oral tradition, the oldest historical records like the Appenzell Kuhreihen by Georg Rhau (1488–1548) date back to the 16th century. Volksmusik is characterized by improvisation and variation, uncomplicated major key melodies and simple harmonies. Typical instruments range from alpenhorns to hackbretts, zithers and acoustic guitars, and even violas and harmonicas. Harmonized singing is frequent, but other pieces may require yodeling, while instrumental arrangements are particularly frequent for fast dances or brass pieces.Volksmusik continues to be performed by many local ensembles and bands throughout the European Alps and should not be confused with Volkstümliche Musik, which is largely to be found in broadcasting media and on ancillary merchandise. Since the 1970s, artists of a Neue Volksmusik genre, such as Werner Pirchner or Biermösl Blosn, attempt to combine traditional styles with jazz, folk, hip hop, rock et al. as a kind of world music. Popular proponents include Hubert von Goisern, Attwenger and Christine Lauterburg.Additionally, also e.g. a Czech variant (Oberkrainer, Dechovka) does exist.There has been much mix-up for this style, since &#8216;Volksmusik' is the verbatim translation of &#8216;Folk music'. This style, however is very specific, the correct translation for &#8216;Folk music' into German is &#8216;volkstümliche Musik'. This discrepancy is described amongst others in the German Wikipedia article. The requested style is the specific style for the alpine branch, well described by the English Wikipedia aricle.|/style/volksmusik
70000277|Folk, World, & Country|Waiata||/style/waiata
70000278|Folk, World, & Country|Western Swing||/style/western+swing
70000279|Folk, World, & Country|Yemenite Jewish||/style/yemenite+jewish
70000280|Folk, World, & Country|Zamba||/style/zamba
70000281|Folk, World, & Country|Zemer Ivri||/style/zemer+ivri
70000282|Folk, World, & Country|Zouk|Dance music from the French West Indies, came from the Beguine style.|/style/zouk
70000283|Folk, World, & Country|Zydeco|Zydeco (pronounced /ˈzaɪdɪˌkoʊ/ zy-dih-koh or /ˈzaɪdiˌkoʊ/ zy-dee-koh) is a musical genre that evolved in southwest Louisiana by French Creole speakers which blends blues, rhythm and blues, and music indigenous to the Louisiana Creoles and the Native people of Louisiana.|/style/zydeco
70000284|Funk / Soul|Bayou Funk|Rhythmically driven musical form where creole/bayou phrasing and lyrical storytelling meet percussive bass fundamentals and electric guitar played in an aggressive, staccato manner.|/style/bayou+funk
70000285|Funk / Soul|Boogie|Post-Disco Funk/R&B music prevalent in the early 1980s. Commonly misidentified as &#8216;Disco'. Notable artist include Imagination, Skyy, "D"; Train, Freeez, Kashif, Evelyn King, Sharon Redd, The S.O.S. Band, Yarbrough & Peoples, Leroy Burgess.|/style/boogie
70000286|Funk / Soul|Contemporary R&B|Contemporary R&B evolved from traditional Rhythm & Blues and urban R&B, and combines elements of soul, funk and pop with an integrated approach and a slick modern production. Many contemporary R&B musicians are obsessed with bringing back the grit, spirit, and ambitiousness of classic soul and R&B. Contemporary R&B emerged in the US in the early 1980s.|/style/contemporary+r&b
70000287|Funk / Soul|Free Funk|1970s music mixing Avant-Jazz and Funk. Notable artists include Ornette Coleman, Ronald Shannon Jackson, James Ulmer&#8230;|/style/free+funk
70000288|Funk / Soul|Funk|Funk is a music genre that originated in the mid to late 1960s when African-American musicians created a rhythmic, danceable new form of music through a mixture of soul music, jazz, and R&B. Funk de-emphasizes melody and harmony and brings a strong rhythmic groove of electric bass and drums to the foreground. Funk songs are often based on an extended vamp on a single chord, distinguishing them from R&B and soul songs, which are built on chord progressions. Funk uses the same extended chords found in bebop jazz, such as minor chords with added sevenths and elevenths, or dominant seventh chords with altered ninths.|/style/funk
70000289|Funk / Soul|Gogo|Go-go was another word for nightclub, but as a music genre it applies to any funk, R&B, or hip-hop song that features the distinctive go-go rhythm pattern popularized by Washington, DC-based artists like Chuck Brown & The Soul Searchers. This pattern uses syncopated mix of kick, snare, and relatively tonal elements like cowbell and congas. It has a loose, loping feel that alternates between high and low pitches.Go-go hits include "Da Butt"; by E.U. and "Hey, Fellas"; by Trouble Funk.This tag is not appropriate for music associated with go-go dancing, burlesque, dancers in cages, mid-1960s imagery of women in mini-skirts and knee-high boots, "twist";/";ye-ye";/";a-go-go"; records, and so on.On Discogs, there is the "Gogo"; tag under Funk/Soul/R&B, and "Go-Go"; under Hip-Hop. These are referring to the same thing and ideally would both be named "Go-Go";. The one under Hip-Hop existed first and is just for go-go in more of a rap context.|/style/gogo
70000290|Funk / Soul|Gospel|Gospel Music is a genre in and of itself, that crosses style boundaries. Various selections may be based on Country, Bluegrass, Hip Hop, Classical, Urban Contemporary, and even Jazz.  The common denominator throughout is the focus on the Christian belief system. Various song themes come from Biblical concepts, with Jesus Christ, through the Holy Spirit, as the principle guide for one's life.The songs themselves are considered to provide inspiration, instruction, strength and peace to the listener that may or may not have accepted the Christian belief system for themselves.|/style/gospel
70000291|Funk / Soul|Minneapolis Sound|The Minneapolis sound is a subgenre of funk with elements of new wave, rock or disco, that was pioneered by Prince in the beginning of 1980s in Minneapolis (hence the name).Most of the Minneapolis Sound artists were produced by Prince (The Time, Vanity 6, Jill Jones, Mazarati, The Family &#8230;) or the Jimmy Jam / Terry Lewis duo (Janet Jackson, Cherelle, The SOS band &#8230;).|/style/minneapolis+sound
70000292|Funk / Soul|Neo Soul|Though it's roughly analagous to contemporary R&B, Neo-Soul artists pay more devotion to the era of classic soul, often seeking a sound and a style of songwriting with few concessions to events in the music world post-1975.|/style/neo+soul
70000293|Funk / Soul|New Jack Swing|Immensely popular from about 1989-1992, it's a style of R&B that focuses on a very prominent swingbeat made with an electronic drum machine. Vocals are usually harmonized.|/style/new+jack+swing
70000294|Funk / Soul|P.Funk|P.Funk is a shorthand term for the distinctive style of funk music that George Clinton and the Parliament-Funkadelic collective performed.|/style/p.funk
70000295|Funk / Soul|Psychedelic|Music genre that emerged in the late 1960s in which soul musicians embraced elements of psychedelic rock, including its production techniques, instrumentation, effects units (fuzz, wah-wah, phaser, etc.), as well as drug influences.|/style/psychedelic
70000296|Funk / Soul|Rhythm & Blues||/style/rhythm+&+blues
70000297|Funk / Soul|Soul|Soul music is a popular music genre that originated in the United States in the 1950s and early 1960s. It combined elements of African-American gospel music, rhythm and blues, and often jazz. Soul music became popular for dancing and listening in the United States—where record labels such as Motown, Atlantic and Stax labels were influential during the period of the civil rights movement. Soul also became popular around the world, directly influencing rock music and the music of Africa.|/style/soul
70000298|Funk / Soul|Swingbeat||/style/swingbeat
70000299|Funk / Soul|UK Street Soul||/style/uk+street+soul
70000300|Hip Hop|Bass Music|For the Hip Hop style, see Miami Bass or read further down below.For the Electronic style: Bass Music is an umbrella term that refers to various styles of music including drum and bass, bassline, dubstep and UK garage among others. The phrase began to be used in response to the blending of sounds between these genres. The key characteristic shared among these genres are an emphasis on basslines, groove and rhythm.Hip Hop Bass Music (sometimes referred to as Miami Bass) is a musical style that originated in the U.S. State of Florida in the mid-eighties. It is directly linked with electro-funk music from the early eighties and is known for its use of the Roland TR-808 kickdrums, sped up tempo and frequently sexually explicit lyrical content.The style originated in Miami's historically black neighborhoods such as Liberty City and Overtown, but also had shared influence from nearby Ft. Lauderdale, as well as Tampa Bay and Orlando. Maggotron a.k.a DXJ, Maggozulu 2, Planet Detroit and Bass Master Khan are considered pioneers of the sound, while it was popularized by acts such as the 2 Live Crew, Jam Pony Express, Gucci Crew II and DJ Magic Mike. Other well-known artists of the genre include the 69 Boyz, Truck Stop Boyz and the Quad City DJ'sIn the mid-eighties pirate radio was popular in Miami, where DJ's would hijack radio airwaves and broadcast provocative and sexually explicit bass music from the safety of nearby boats off of the coast. This helped the style to gain further recognition, while adding to its controversial appeal. The style eventually spread to neighboring States, such as Georgia (mainly Atlanta) and the Carolinas as well as other nearby States.|/style/bass+music
70000301|Hip Hop|Beatbox|Beatboxing is using the human voice to mimic electronic percussion and record scratching. The Beatbox tag can be applied to any hip-hop music which features this vocal style.One of the most famous acapella beatbox songs is "La-Di-Da-Di"; by Doug E. Fresh and The Get Fresh Crew.|/style/beatbox
70000302|Hip Hop|Bongo Flava|Bongo Flava is the nickname for Tanzanian hip-hop music. Bongo is the plural form of the Swahili word ubongo, meaning "brain";, referring to the &#8216;street smarts' contained in the lyrics and is also a nickname for the Capital city Dar Es Salaam, from where the style originated.The term was first coined in 1996 by Radio One's 99.6 FM's DJ Mike Mhagama, who was seeking to distinguish the local movement from American hip-hop and R&B. It is the most popular musical style amongst the Tanzanian youth today, having been pioneered by the likes of Mawingu Band, Dar Young Mob, DJ Boni Love, DJ Kim Magomelo and the Boyz, Adili a.k.a Nigga One and Mr. II.Bongo Flava also draws on traditional Tanzanian musical styles like taarab and dansi, creating it's own unique sound within the African hip-hop landscape. It is also a popular musical style in culturally related neighboring Kenya.|/style/bongo+flava
70000303|Hip Hop|Boom Bap|Boom bap is a style of production in hip-hop music. The term "boom bap"; is an onomatopoeia for the drum sounds prominent in boom bap. It is usually recognized by an acoustic drum loop/break that is then chopped up and played using a sampler such as the Akai MPC or the SP1200. The term was popularized by the album Return of the Boom Bap by KRS-One.Boom bap production was associated with producers from New York City in the late 1980s and early 1990s, such as DJ Premier, Pete Rock, KRS-One, Q-tip, Ali Shaheed Muhammad, EPMD, RZA, Marley Marl, Large Professor, Prince Paul and Scott La Rock. The production style was also employed by producers outside of New York City, such as J Dilla in Detroit and People Under The Stairs in Los Angeles.Although it is still made, boom bap is no longer the dominant style of hip-hop production, remaining somewhat prominent in alternative hip hop but rarely appearing in Top 40 hip hop singles.[citation needed] In recent years the boom bap production style has made a slight comeback through artists such as Joey Bada$$,[1] Pro Era and associated acts.·Having a "drunken"; or "trippy"; quality to its rhythm. Most other hip-hop beats has even eighth and sixteenth notes, but many examples of boom-bap are only even at the quarter note level &#8212; the eighth notes may be offbeat.·Soul music, jazz, R&B and reggae sampling is utilized. This could be said about 90s hip-hop in general though. Boom-bap beats are most often funky.·Relatively less dense drum loops. Often, a boom-bap measure is just quarter notes (kick-snare-kick-snare). Eighth-notes are less emphasized but are crucial to making the boom-bap sound because they are placed offbeat to create that drunken or trippy quality. However, less dense drums does not mean it's simpler &#8212; it takes craftsmanship to find samples that go well with snare drums.·Pick-up notes. They tend to be very close to the upbeat of the note it picks up to, especially noticeable in the kick drum. Sometimes the note it picks up to is even substituted completely by the pick-up note.|/style/boom+bap
70000304|Hip Hop|Bounce|Bounce is a sub-genre of rap that started in the projects of New Orleans, Louisiana. During its first years it did not have an official name, however sometime between (or after) DJ Jimi’s record and Everlasting Hitman’s “Bounce Baby, Bounce!”, everybody started calling the genre ‘bounce’.DJ Jimi, MC T Tucker & DJ Irv are considered ‘founding fathers’ of bounce, although it started with artists rapping over a DJ looping breaks from The Showboys’ “Drag Rap” record (which is colloquially referred to as “Triggerman”).While typically comprised from samples of “Triggerman”, The Soul Searchers’ “Ashley’s Roach Clip”, and/or Derek B’s “Rock The Beat (Bonus Beats)” (or Cameron Paul’s “Brown Beat”, which is the same as Derek B’s “Rock The Beat (Bonus Beats)” but with various James Brown samples added to it), Bounce is more of a transparent expression of cultural aspects of New Orleans: Secondlines, party music, hood representation, call and response, comedy, witty lyrics, roast sessions, dances, chants, etc. &#8211; a good, ‘hood’ (and sometimes raunchy) cultural celebration.The first known bounce recording that was distributed to the public was DJ Irv’s “Live At Ghosttown” tape which featured a 15-minute version of “Where Dey AT?” by MC T Tucker.|/style/bounce
70000305|Hip Hop|Britcore|Britcore is a subgenre of Hip Hop which stands for British Hardcore Hip Hop.The term came up in the early 90's (from the maker of German hip hop magazine MZEE &#8211; Ralf Kotthoff) and was adapted by the European scene (got mentioned in magazines, on flyers, releases, lyrics).Two of the earliest releases of that subgenre were &#8216;Hold No Hostage' by &#8216;Hijack' and &#8216;Bring Forth The Guillotine' by &#8216;Silver Bullet', both later classified as Britcore.The majority of crews came from the UK but the main market appeared to be the European mainland, especially Germany and Switzerland.So were some crews releasing their records on German labels towards the mid 90's (Gunshot, Killa Instinct, First Down, Suspekt, Blade).The Britcore style was adapted by bands from other countries, mainly Germany and The Netherlands but there also have been bands in Switzerland, Belgium and other European countries, such as Sweden or Norway.The lyrics are mostly in English, even from those crews not being from the UK. But there has been a minority of crews rapping in their native language, for example in Dutch or German.In Germany the term Germcore came up but didn't prevail, although the Germans invented their own style and a lot of crews were overproducing their beats and rapping on beats up to 165 BPM.Towards the mid 90's the support for the scene in the UK decreased and to the end of the 90's the strong Britcore scene on the European mainland was nearly not existent anymore.Due to the internet and the ability to bundle the interest in Britcore there has been a little revival of Britcore and old crews revived (new releases of Killa Instinct, Dookie Squad, The Criminal Minds, Hideouz Newcome, Suspekt to name a few) as well as a few new bands were formed and Jams appeared all over Europe.From back then up to today, Britcore stands for originality, unwillingness to compromise and riotousness.Britcore is way faster than &#8216;usual' hip hop, often about 110-130 BPM or even faster. It's mostly based on funk breaks and is using samples from movies such as horror movies. The rapping is aggressive and fast (mainly male rappers), tongues twisting was used by several MC's. The lyrics were higher-than-average political, sociocritical and often based on the movie theme that was used (horror, war etc).A Britcore groups appearance can be very militant. Also, DJ's got longer parts for scratching (even special styles were created such as &#8216;drills') than on &#8216;other' hip hop tunes, a lot of crews had more than one DJ (No Remorze, Son Of Noise, Killa Instinct to name a few). At all Britcore is way more aggressive, more dark and way faster than other Hip Hop.It's often overproduced (especially the German stuff) and often very low in sound due to the lack of recording-possibilities and the lack of money and/or interest from big labels and the music industry. Hardly any crews appeared on major labels (Hijack, Caveman, Silver Bullet being some of the very few exceptions here), most crews were either on small independent labels or used to put out releases on their own, that didn't change up to today. |/style/britcore
70000306|Hip Hop|Cloud Rap||/style/cloud+rap
70000307|Hip Hop|Conscious|Conscious hip hop, or socially conscious hip-hop, is a subgenre of hip hop that challenges the dominant cultural, political, philosophical, and economic consensus,[4] and/or comments on social issues and conflicts.Lyrics are used to create consciousness and awareness with the audience. Often themes are relating to community, spirituality, economics, and politics, sometimes with underlying elements of activism, and on the other end, humour. Generally stemming out a desire for positivity, and to change the prevailing socio-economic structure. Conscious music seeks to inspire its listeners, particularly youth, for positive awareness in their lives and the world we share, if not for action, then simply for awareness through the dopest music without negative messages. This classic American artform stems from the blues with rich detailed wordplay about personal growth, determination, and overcoming great obstacles, storytelling about injustice, self respect, making mistakes, growing, and sharing of knowledge to raise people up.|/style/conscious
70000308|Hip Hop|Crunk|Crunk is a subgenre of hip hop music that emerged in the early 1990s and gained mainstream success during the mid 2000s. Crunk is often up-tempo and one of Southern hip hop's more dance and club oriented subgenres. An archetypal crunk track frequently uses a main groove consisting of layered keyboard synths, a drum machine rhythm, heavy basslines, and shouting vocals, often in a call and response manner. The term "crunk"; is also used as a blanket term to denote any style of Southern hip hop, a side effect of the genre's breakthrough to the mainstream. The word derives from its African-American slang past-participle form, "crunk";, of the verb "to crank"; (as in the phrase "crank up";).Outkast has been attributed as the first artist to use the term in mainstream music, in the 1993 track "Player's Ball";. A seminal year for the genre was 1996, with the releases of Three 6 Mafia album Chapter 1: The End (featuring "Gette'm Crunk";), and Memphis-based underground hip hop artist Tommy Wright III's album On the Run, which featured the Project Pimp track "Getting Crunk";.Artist Lil Jon was instrumental in bringing the term further into the mainstream with his 1997 album titled Get Crunk, Who U Wit: Da Album. He later released other songs and albums using the term, and has been credited by other artists and musicians as galvanizing use of the term as well as mainstreaming the music genre itself.Lil Jon further popularized the word with his 2004 album Crunk Juice, and has been credited with inventing the potent alcoholic cocktail by that name. This use of "crunk"; became synonymous with the meaning "crazy drunk";. Non-alcoholic drinks, to which alcohol could be added, were manufactured and marketed under the Crunk brand name, with Lil Jon as spokesman.The term has continued to evolve, taking on a negative stigma with police, parents and the media. In 2011, the company which manufactured "Crunk"; drink brought out an alcoholic version named "Crunk Juice";. This drink was allegedly marketed towards 19- to 21-year-olds – those under the US legal drinking age – resulting in Crunk Juice drinking being blamed as a cause of crime or becoming a victim of crime. The mainstream media began publishing stories in which the term "crunk"; was used to refer to "crazy and drunk"; criminals.Crunk music arose from Miami bass music before 1996 in the southern United States, particularly in African American strip clubs of Memphis, Tennessee. Memphis-based hip hop group Three 6 Mafia were "instrumental for the emergence of the crunk style"; in the mid-to-late 1990s. Two mixtape DJs from Memphis, DJ Paul and Juicy J, started making their original music, which was distinctive with its "spare, low-BPM rhythms, simplistic chants&#8230; and narcotically repetitive, slasher-flick textures";. This duo soon became known as Three 6 Mafia. Frequently featuring rappers such as Project Pat, Lord Infamous, and Gangsta Boo on their releases, they became instrumental in the formation of crunk music.In 1997, in Atlanta, Lil Jon, with his group The East Side Boyz, released their first album titled Get Crunk, Who U Wit. These were the first of six albums released by Lil Jon and The East Side Boyz. Lil Jon states that they were first to use the word "crunk"; in a song hook; he claimed that they had started to call themselves a "crunk group"; due to this album. However, The New York Times denied that Get Crunk, Who Are You With was the first crunk album ever. He was one of the key figures in popularizing crunk during 1998 and 1999, and produced two gold records independently, before signing to TVT Records in 2001. After being named the "King of Crunk";, Lil Jon went on to make collaborations with many popular artist such as Snoop Dogg, Ice Cube, Ludacris and Britney Spears. Nevertheless, crunk was not exclusively associated with Lil Jon and Three 6 Mafia. In its early stages, such artists as Ying Yang Twins, White Dawg, Bone Crusher, Lil Scrappy, Trillville, Youngbloodz and Pastor Troy from Atlanta, and David Banner from Mississippi also helped to popularize crunk music.|/style/crunk
70000309|Hip Hop|Cut-up/DJ|Cut-Up/DJ tags on Discogs refer to recordings that were released as DJ Mixes, such as mixtapes or compilation CD's/records that were mixed by a DJ. It can also refer to recordings of turntablism or otherwise recordings where the DJ is taking an active role of cutting up, mixing and blending songs.Cut-Up DJ is also often used in reference to DJ Battle tool records, which are usually soundbytes and breaks that are used by battle DJ's in direct competition.|/style/cut-up/dj
70000310|Hip Hop|DJ Battle Tool||/style/dj+battle+tool
70000311|Hip Hop|Favela Funk|Funk carioca, favela funk, and in other parts in the world, baile funk, is a music genre from Rio de Janeiro, Brazil derived from Miami bass and gangsta rap music, which emerged in the mid-eighties."Baile funk";, in Brazil, refers not to the music, but to the actual parties or discothèques in which the music is played. Although originated in Rio, favela funk has become increasingly popular amongst working classes in other parts of Brazil. In the whole country, funk carioca is most often simply known as funk, although it is very different musically from what funk means in most other places.|/style/favela+funk
70000312|Hip Hop|G-Funk|G-funk, or gangsta-funk, is a subgenre of hip hop music that emerged from West Coast Gangsta rap in the early 1990s, heavily influenced by 1970s funk sound of artists such as Parliament-Funkadelic.Originating in Los Angeles, California in the early nineties, G-funk (which uses funk with an artificially altered tempo) incorporates multi-layered and melodic synthesizers, slow hypnotic grooves, a deep bass, background female vocals, the extensive sampling of P-Funk tunes, and a high-pitched portamento saw wave synthesizer lead. The lyrical content depended on the artist and could consist of sex, drugs, violence, vandalism and women, but also of love for a city, love for friends and relaxing words. There was also a slurred “lazy” or "smooth"; way of rapping in order to clarify words and stay in rhythmic cadence.Unlike other earlier rap acts that also utilized funk samples (such as EPMD and The Bomb Squad), G-funk often utilized fewer, unaltered samples per song. Music theorist Adam Krims has described G-funk as "a style of generally West Coast rap whose musical tracks tend to deploy live instrumentation, heavy on bass and keyboards, with minimal (sometimes no) sampling and often highly conventional harmonic progressions and harmonies";. Dr. Dre, a pioneer of the G-funk genre, normally uses live musicians to replay the original music of sampled records. This enabled him to produce music that had his own sounds, rather than a direct copy of the sample|/style/g-funk
70000313|Hip Hop|Gangsta|Gangsta rap or gangster rap (also referred to as reality rap by its performers) is a style of hip hop music whose themes and lyrics primarily deal with the gangster lifestyle.|/style/gangsta
70000314|Hip Hop|Go-Go|Go-go was another word for nightclub, but as a music genre it applies to any funk, R&B, or hip-hop song that features the distinctive go-go rhythm pattern popularized by Washington, DC-based artists like Chuck Brown & The Soul Searchers. This pattern uses syncopated mix of kick, snare, and relatively tonal elements like cowbell and congas. It has a loose, loping feel that alternates between high and low pitches.Go-go hits include "Da Butt"; by E.U. and "Hey, Fellas"; by Trouble Funk.This tag is not appropriate for music associated with go-go dancing, burlesque, dancers in cages, mid-1960s imagery of women in mini-skirts and knee-high boots, "twist";/";ye-ye";/";a-go-go"; records, and so on.On Discogs, there is the "Gogo"; tag under Funk/Soul/R&B, and "Go-Go"; under Hip-Hop. These are referring to the same thing and ideally would both be named "Go-Go";. The one under Hip-Hop existed first and is just for go-go in more of a rap context.|/style/go-go
70000315|Hip Hop|Hardcore Hip-Hop|Aggressive lyrics and dirty sound beats characterize this kind of Rap. But the one that stands out in particular is that Hardcore rappers follow a discipline dictated by themselves and keep us representing it best.The dissing is very common, where a rapper devastates another rapper with extremely sharp rhymes to show which is the superior technique. Lyrical themes include violence, prostitution, selling drugs, criminal activity, religion (in blasphemy term), and government conspiricies.They see violence not as a crime but as a simple confrontation, who loses die who wins survive.Hardcore is a lifestyle.|/style/hardcore+hip-hop
70000316|Hip Hop|Hiplife|Hiplife is a musical style from Ghana (West Africa) that fuses Ghanaian highlife music with hip hop. Recorded predominantly in the Ghanaian Akan language, hiplife gainined popularity throughout West Africa and abroad, especially in the United Kingdom, United States, Canada, and the Netherlands, where the Ghanaian diaspora can be found.Highlife music evolved in the seventies and early eighties, when people began fusing traditional Akan folk music with Western pop-music, using Western instruments. The further evolution of the sound came in the late eighties/early nineties, when producers such as Jay Q, Zapp Mallet and Chief G began to incorporate Ghanaian highlife music into their production, thus creating the sound known as hiplife today. Rapper/MC Reggie Rockstone is widely considered the Godfather and originator of the hiplife sound.|/style/hiplife
70000317|Hip Hop|Horrorcore|Horrorcore is a subgenre of hip hop music whose lyrics depict acts of horror, such as murder and violence. It derived from gangsta rap and hardcore rap. It openly references horror works of art, such as slasher films and horror stories.|/style/horrorcore
70000318|Hip Hop|Hyphy|The term hyphy (/ˈhaɪfiː/ HY-fee) is Oakland slang meaning "hyperactive";. More specifically it is an adjective describing the music and the culture associated with that area. The term was first coined by Oakland rapper Keak da Sneak.Originating the San Francisco Bay Area, California in the late nineties.  It is distinguished by gritty, pounding rhythms, and has been compared to crunk music. An individual is said to "get hyphy"; when they dance in an overstated, fast-paced and ridiculous manner, or if they get overloud with other people. The phrase "to get hyphy"; is similar to the southern phrase "to get crunk";. Those who consider themselves part of the hyphy movement strive for this behavior.Ghost riding, frequently used in the context of "ghost riding the whip"; (a "whip"; being a vehicle) or simply ghostin', is when a person exits their moving vehicle, and dances beside and around it. Originating in Northern California, specifically the Bay Area, the act is commonly related to the culture surrounding the Hyphy movement.|/style/hyphy
70000319|Hip Hop|Instrumental|Instrumental hip hop is hip hop music without vocals. Hip hop as a general rule consists of two elements: an instrumental track (the "beat";) and a vocal track (the "rap";). The artist who crafts the beat is the producer (or beatmaker), and the one who crafts the rap is the MC (emcee). In this format, the rap is almost always the primary focus of the song, providing most of the complexity and variation over a fairly repetitive beat. Instrumental hip hop is hip hop music without an emcee rapping. This format gives the producer the flexibility to create more complex, richly detailed and varied instrumentals. Songs of this genre may wander off in different musical directions and explore various subgenres, because the instruments do not have to supply a steady beat for an MC. Although producers have made and released hip hop beats without MCs since hip hop's inception, those records rarely became well-known. Jazz keyboardist/composer Herbie Hancock and bassist/producer Bill Laswell's electro-inspired collaborations are notable exceptions. 1983's Future Shock album and hit single "Rockit"; featured turntablist Grand Mixer D.ST, the first use of turntables in jazz fusion, and gave the turntablism and record "scratching"; widespread exposure. The Mix-Up is the seventh studio album by the Beastie Boys, released in 2007. The album consists entirely of instrumental performances and won a Grammy Award in 2008 for Best Pop Instrumental Album.The release of DJ Shadow's debut album Endtroducing&#8230;.. in 1996 saw the beginnings of a movement in instrumental hip hop. Relying mainly on a combination of sampled funk, hip hop, and film score, DJ Shadow's innovative sample arrangements influenced many producers and musicians.In the 2000s and 2010s, artists such as RJD2, J Dilla, Pete Rock, Large Professor, MF Doom, Danny!, Nujabes, Madlib, Wax Tailor, Denver Kajanga, DJ Krush, Hermitude, and Blockhead have garnered critical attention with instrumental hip hop albums. Due to the current state of copyright law, most instrumental hip-hop releases are released on small, independent labels. Producers often have difficulty obtaining clearance for the many samples found throughout their work, and labels such as Stones Throw are fraught with legal problems.|/style/instrumental
